13,11,7
3,608,352
3,96,96
3,160,96
3,224,96
3,288,96
3,736,96
3,608,96
3,544,96
3,480,96
3,416,96
3,352,96
3,96,224
3,160,224
3,224,224
3,288,224
3,544,224
3,608,224
3,736,224
3,352,288
3,416,288
3,416,352
3,480,352
3,544,352
3,544,288
3,608,288
3,736,288
3,480,288
3,352,352
3,288,352
3,224,352
3,160,352
3,160,288
3,288,288
3,96,288
3,224,288
3,96,160
3,160,160
3,224,160
3,288,160
3,544,160
3,608,160
3,736,160
3,800,160
3,800,96
3,800,32
3,736,32
3,672,32
3,608,32
3,544,32
3,480,32
3,416,32
3,352,32
3,288,32
3,224,32
3,160,32
3,96,32
3,32,32
3,32,96
3,32,160
3,32,224
3,32,288
3,32,416
3,96,416
3,160,416
3,224,416
3,288,416
3,352,416
3,416,416
3,736,352
3,800,288
3,800,224
3,800,352
3,800,416
3,736,416
3,608,416
3,544,416
3,480,416
3,96,352
3,96,480
3,96,544
3,96,608
3,96,672
3,32,672
3,32,608
3,32,544
3,32,480
3,160,480
3,160,544
3,224,544
3,224,608
3,224,672
3,288,608
3,224,480
3,288,480
3,288,544
3,160,672
3,160,608
3,288,672
3,352,672
3,416,672
3,480,672
3,544,672
3,608,672
3,672,672
3,736,672
3,800,672
3,800,608
3,736,608
3,608,608
3,544,608
3,480,608
3,416,608
3,352,608
3,544,480
3,608,480
3,736,480
3,736,544
3,800,544
3,800,480
3,608,544
3,544,544
1,800,672
1,736,672
1,672,672
1,608,672
1,544,672
1,480,672
1,416,672
1,352,672
1,288,672
1,224,672
1,160,672
1,96,672
1,32,672
1,800,608
1,800,544
1,800,480
1,800,416
1,800,352
1,800,288
1,800,224
1,800,160
1,800,96
1,800,32
1,736,32
1,672,32
1,608,32
1,544,32
1,480,32
1,416,32
1,352,32
1,288,32
1,224,32
1,160,32
1,96,32
1,32,32
1,32,96
1,32,160
1,32,224
1,32,288
1,32,608
1,32,544
1,32,480
1,32,416
3,32,352
2,32,352,1,1696,800,1
3,416,480
3,352,480
3,416,544
3,480,544
3,480,480
3,352,544
3,672,544
3,672,608
3,672,480
3,672,416
3,672,352
3,672,288
3,672,224
3,672,160
3,672,96
3,480,160
3,416,160
3,352,224
3,416,224
3,480,224
3,352,160
1,416,608
1,480,544
1,544,544
1,608,544
1,608,480
1,672,480
1,672,416
1,608,416
1,544,480
1,544,608
1,608,608
1,672,608
1,672,544
1,480,608
1,736,544
1,736,480
1,736,416
1,736,608
1,544,416
1,736,352
1,352,96
1,352,160
1,416,160
1,480,160
1,480,96
1,416,96
1,96,96
1,736,160
