30,30,1
5,96,352
5,96,288
5,32,288
5,32,224
5,32,160
5,96,160
5,160,160
5,160,224
5,96,224
5,224,224
5,224,160
5,288,160
5,160,288
5,160,352
5,224,288
5,288,288
5,288,224
5,352,224
5,352,160
5,416,160
5,416,288
5,480,288
5,352,288
5,32,352
5,96,416
5,160,416
5,32,416
5,416,224
5,480,160
5,544,160
5,608,160
5,544,224
5,480,224
5,544,288
5,608,288
5,608,224
5,672,224
5,672,160
5,672,288
5,736,288
5,800,288
5,864,288
5,928,288
5,992,288
5,1056,288
5,1120,288
5,1184,288
5,1248,288
5,1312,288
5,1376,288
5,1440,288
5,1504,288
5,1568,288
5,1632,288
5,1696,288
5,1760,288
5,1824,288
5,1888,288
5,1888,224
5,1888,160
5,1824,160
5,1760,160
5,1760,224
5,1824,224
5,1696,224
5,1632,224
5,1568,224
5,1504,224
5,1440,224
5,1376,224
5,1312,224
5,1248,224
5,1184,224
5,1120,224
5,1056,224
5,992,224
5,928,224
5,864,224
5,800,224
5,736,224
5,800,160
5,864,160
5,928,160
5,992,160
5,1056,160
5,1120,160
5,1184,160
5,1248,160
5,1312,160
5,1376,160
5,1440,160
5,1504,160
5,1568,160
5,1632,160
5,1696,160
5,736,160
5,1888,352
5,1888,416
5,1888,480
5,1888,544
5,1888,608
5,1760,352
5,1760,416
5,1760,480
5,1760,544
5,1760,608
5,1760,992
5,1760,1056
5,1824,1056
5,1824,1120
5,1824,1184
5,1824,1248
5,1824,1312
5,1824,1376
5,1824,1440
5,1824,1504
5,1824,1568
5,1824,1632
5,1824,1696
5,1824,1760
5,1824,1824
5,1824,1888
5,1760,1888
5,1888,1888
5,1888,1824
5,1888,1760
5,1888,1696
5,1888,1632
5,1888,1568
5,1888,1504
5,1888,1440
5,1888,1376
5,1888,1312
5,1888,1248
5,1888,1184
5,1888,1120
5,1888,1056
5,1888,992
5,1824,96
5,1824,352
5,1824,416
5,1824,480
5,1824,544
5,1824,608
5,1824,992
5,1760,1248
5,1760,1312
5,1760,1376
5,1760,1440
5,1760,1504
5,1760,1568
5,1760,1632
5,1760,1696
5,1760,1760
5,1760,1824
5,1760,1184
5,1760,1120
5,1888,96
5,1888,32
5,1824,32
5,1760,32
5,1696,32
5,1760,96
5,1696,96
5,1632,96
5,1568,96
5,1504,96
5,1440,96
5,1440,32
5,1504,32
5,1568,32
5,1632,32
5,1376,32
5,1312,32
5,1248,32
5,1184,32
5,1120,32
5,1248,96
5,1312,96
5,1376,96
5,1184,96
5,1120,96
5,1056,96
5,992,96
5,992,32
5,928,32
5,864,32
5,800,32
5,736,32
5,672,32
5,608,32
5,544,32
5,480,32
5,416,32
5,352,32
5,288,32
5,224,32
5,288,96
5,352,96
5,416,96
5,480,96
5,544,96
5,608,96
5,672,96
5,736,96
5,800,96
5,864,96
5,928,96
5,1056,32
5,224,96
5,160,96
5,96,96
5,32,96
5,32,32
5,96,32
5,160,32
5,544,352
5,544,416
5,544,480
5,544,544
5,608,352
5,608,416
5,608,480
5,608,544
5,480,352
5,224,352
5,160,544
5,96,544
5,160,480
5,96,480
5,32,480
5,32,544
3,32,864
3,32,800
3,32,672
3,32,736
3,32,992
3,32,1056
3,32,1120
3,32,1184
3,32,1248
3,32,608
4,32,928
4,96,928
4,160,928
4,224,928
4,224,864
4,160,864
4,96,864
4,96,992
4,160,992
4,224,992
4,288,992
4,352,992
4,288,928
4,288,864
4,352,864
4,352,928
4,416,992
4,416,928
4,416,864
4,416,1056
4,352,1056
4,288,1056
4,288,1120
4,288,1184
4,288,1248
4,288,1312
4,288,1376
4,288,1440
4,288,1504
4,288,1568
4,288,1632
4,288,1696
4,288,1760
4,288,1824
4,352,1824
4,352,1760
4,352,1696
4,352,1632
4,352,1568
4,352,1504
4,352,1440
4,352,1376
4,352,1312
4,352,1248
4,352,1184
4,352,1120
4,416,1120
4,416,1184
4,416,1248
4,416,1312
4,416,1376
4,416,1440
4,416,1504
4,416,1568
4,416,1632
4,416,1696
4,416,1824
4,416,1760
4,288,800
4,288,736
4,288,672
4,288,608
4,352,608
4,416,608
4,416,672
4,352,672
4,352,736
4,352,800
4,416,800
4,416,736
3,288,544
3,224,544
3,224,480
3,224,416
3,288,416
3,288,480
3,288,352
3,352,352
3,416,352
3,416,416
3,416,480
3,416,544
3,352,480
3,480,544
3,480,480
3,480,416
3,352,416
4,416,1888
4,352,1888
4,288,1888
3,32,1376
3,32,1440
3,32,1504
3,32,1632
3,32,1696
3,32,1760
4,32,1568
4,96,1568
4,160,1568
4,224,1568
4,224,1504
4,160,1504
4,96,1504
4,160,1632
4,224,1632
4,96,1632
4,480,1120
4,544,1120
4,608,1120
4,672,1120
4,736,1120
4,800,1120
4,864,1120
4,928,1120
4,992,1120
4,928,1184
4,864,1184
4,800,1184
4,736,1184
4,672,1184
4,608,1184
4,544,1184
4,480,1184
4,480,1248
4,544,1248
4,608,1248
4,672,1248
4,736,1248
4,800,1248
4,864,1248
4,928,1248
4,992,1248
4,992,1184
4,1056,1120
4,1056,1184
4,1056,1248
4,1184,1248
4,1120,1248
4,1120,1184
4,1120,1120
4,1184,1120
4,1248,1120
4,1312,1120
4,1312,1184
4,1248,1184
4,1184,1184
4,1248,1248
4,1312,1248
4,1312,1056
4,1312,992
4,1312,928
4,1312,864
4,1312,800
4,1248,800
4,1248,864
4,1248,928
4,1248,992
4,1184,1056
4,1184,992
4,1184,928
4,1184,864
4,1184,800
4,1248,1056
4,1248,736
4,1184,736
4,1184,672
4,1184,608
4,1248,608
4,1312,608
4,1312,672
4,1312,736
4,1248,672
4,1184,1312
4,1184,1376
4,1184,1440
4,1184,1504
4,1184,1568
4,1184,1632
4,1184,1696
4,1184,1760
4,1248,1760
4,1248,1696
4,1248,1632
4,1248,1568
4,1248,1504
4,1248,1440
4,1248,1376
4,1248,1312
4,1312,1312
4,1312,1376
4,1312,1440
4,1312,1504
4,1312,1568
4,1312,1632
4,1312,1696
4,1312,1760
4,1312,1824
4,1248,1824
4,1184,1824
4,1184,1888
4,1248,1888
4,1312,1888
3,1120,544
3,1120,480
3,1120,416
3,1184,416
3,1184,352
3,1248,352
3,1312,352
3,1312,416
3,1312,480
3,1376,416
3,1376,480
3,1376,544
3,1312,544
3,1184,544
3,1184,480
3,1248,480
3,1248,416
4,1376,736
4,1440,736
4,1504,736
4,1568,736
4,1632,736
4,1696,736
4,1696,800
4,1632,800
4,1568,800
4,1504,800
4,1440,800
4,1376,800
4,1376,864
4,1440,864
4,1504,864
4,1568,864
4,1632,864
4,1696,864
3,1760,672
3,1760,736
3,1760,864
3,1760,928
3,1824,928
3,1824,864
3,1824,800
3,1824,736
3,1824,672
3,1888,672
3,1888,736
3,1888,800
3,1888,864
3,1888,928
4,480,1504
4,480,1568
4,480,1632
4,544,1632
4,544,1568
4,544,1504
4,608,1504
4,608,1568
4,608,1632
3,672,1696
3,672,1632
3,672,1504
3,672,1440
3,736,1440
3,800,1440
3,864,1440
3,928,1440
3,992,1440
3,1056,1440
3,992,1504
3,928,1504
3,864,1504
3,800,1504
3,736,1504
3,736,1568
3,736,1632
3,736,1696
3,736,1760
3,800,1760
3,800,1696
3,800,1632
3,800,1568
3,672,1760
3,864,1760
3,928,1696
3,864,1632
3,864,1568
3,864,1696
3,928,1760
3,928,1632
3,928,1568
3,992,1568
3,1056,1568
3,1056,1632
3,1056,1696
3,992,1696
3,992,1760
3,1056,1760
3,1056,1504
3,992,1632
3,672,1376
3,736,1376
3,800,1376
3,864,1376
3,928,1376
3,992,1376
3,1056,1376
3,608,992
3,672,992
3,736,992
3,864,992
3,928,992
3,992,992
3,992,928
3,928,928
3,928,864
3,992,864
3,992,800
3,928,800
3,864,800
3,800,800
3,736,800
3,672,800
3,608,800
3,608,864
3,608,928
3,672,928
3,672,864
3,736,864
3,736,928
3,864,928
3,864,864
3,800,864
3,800,928
3,928,736
3,864,736
3,800,736
3,736,736
3,672,736
4,800,1056
4,736,1056
4,864,1056
4,800,992
4,672,1568
4,352,544
4,1248,544
4,1760,800
5,224,608
5,160,608
5,96,608
5,96,672
5,160,672
5,224,672
5,224,736
5,224,800
5,160,800
5,160,736
5,96,736
5,96,800
5,480,672
5,544,672
5,608,672
5,672,672
5,672,608
5,608,608
5,544,608
5,544,736
5,544,800
5,480,800
5,480,736
5,480,608
5,608,736
5,672,416
5,672,480
5,672,352
5,736,416
5,736,480
5,672,544
5,736,544
5,800,480
5,800,416
5,736,352
5,800,352
5,864,352
5,864,416
5,800,544
5,800,608
5,736,608
5,736,672
5,800,672
5,864,672
5,864,608
5,928,608
5,928,672
5,928,544
5,864,544
5,864,480
5,928,480
5,992,480
5,992,544
5,1056,544
5,1056,480
5,1056,416
5,1056,352
5,992,352
5,1120,352
5,992,416
5,928,416
5,928,352
5,992,608
5,992,672
5,992,736
5,1056,736
5,1056,800
5,1120,800
5,1120,736
5,1120,608
5,1056,608
5,1056,672
5,1120,672
5,1120,864
5,1056,864
5,1056,928
5,1056,992
5,1056,1056
5,1120,992
5,1120,928
5,1120,1056
5,992,1056
5,928,1056
5,608,1056
5,672,1056
5,544,1056
5,480,1056
5,480,992
5,480,928
5,544,928
5,544,864
5,544,992
5,480,864
5,544,1312
5,480,1312
5,480,1376
5,544,1376
5,544,1440
5,480,1440
5,608,1440
5,736,1312
5,672,1312
5,608,1376
5,608,1312
5,864,1312
5,928,1312
5,992,1312
5,1056,1312
5,1120,1312
5,800,1312
5,1120,1376
5,1120,1440
5,1120,1504
5,1120,1568
5,1120,1632
5,1120,1696
5,1120,1760
5,1120,1824
5,1056,1824
5,1056,1888
5,1120,1888
5,992,1888
5,928,1888
5,864,1888
5,800,1888
5,992,1824
5,928,1824
5,864,1824
5,800,1824
5,736,1824
5,672,1824
5,672,1888
5,736,1888
5,608,1888
5,480,1824
5,480,1888
5,544,1888
5,544,1824
5,544,1760
5,544,1696
5,608,1696
5,608,1760
5,608,1824
5,480,1760
5,480,1696
5,1376,1760
5,1440,1760
5,1504,1760
5,1504,1824
5,1568,1824
5,1504,1888
5,1440,1888
5,1376,1888
5,1376,1824
5,1440,1824
5,1568,1888
5,1632,1888
5,1696,1888
5,1696,1824
5,1632,1824
5,1696,1760
5,1632,1760
5,1568,1696
5,1504,1696
5,1440,1696
5,1632,1696
5,1696,1696
